Mod:Item:MetaData, Localized Name
Botania:craftPattern:7, Crafting Pattern #8: 3x2
Botania:craftPattern:8, Crafting Pattern #9: Donut
Botania:ancientWill:0, Will of Ahrim
Botania:ancientWill:1, Will of Dharok
Botania:ancientWill:2, Will of Guthan
Botania:ancientWill:3, Will of Torag
Botania:ancientWill:4, Will of Verac
Botania:ancientWill:5, Will of Karil
Botania:corporeaSpark:0, Corporea Spark
Botania:corporeaSpark:1, Master Corporea Spark
Botania:livingwoodBow, item.livingwoodBow.name
Botania:crystalBow, item.crystalBow.name
Botania:cosmetic:0, Black Bowtie
Botania:cosmetic:1, Black Tie
Botania:cosmetic:2, Red Glasses
Botania:cosmetic:3, Puffy Scarf
Botania:cosmetic:4, Engineer Goggles
Botania:cosmetic:5, Eyepatch
Botania:cosmetic:6, Wicked Eyepatch
Botania:cosmetic:7, Red Ribbons
Botania:cosmetic:8, Pink Flower Bud
Botania:cosmetic:9, Polka-Dotted Bows
Botania:cosmetic:10, Blue Butterfly
Botania:cosmetic:11, Cat Ears
Botania:cosmetic:12, Witch Pin
Botania:cosmetic:13, Devil Tail
Botania:cosmetic:14, Kamui Eye
Botania:cosmetic:15, Googly Eyes
Botania:cosmetic:16, Four-Leafed Clover
Botania:cosmetic:17, Clock Eye
Botania:cosmetic:18, Unicorn Horn
Botania:cosmetic:19, Devil Horns
Botania:cosmetic:20, Hyper Plus
Botania:cosmetic:21, Botanist Emblem
Botania:cosmetic:22, Ancient Mask
Botania:cosmetic:23, Eerie Mask
Botania:cosmetic:24, Alien Antenna
Botania:cosmetic:25, Anaglyph Glasses
Botania:cosmetic:26, Orange Shades
Botania:cosmetic:27, Groucho Glasses
Botania:cosmetic:28, Thick Eyebrows
Botania:cosmetic:29, Lusitanic Shield
Botania:cosmetic:30, Tiny Potato Mask
Botania:cosmetic:31, Questgiver Mark
Botania:swapRing, item.swapRing.name
Botania:flowerBag, item.flowerBag.name
Botania:phantomInk, item.phantomInk.name
Botania:poolMinecart, item.poolMinecart.name
Botania:pinkinator, item.pinkinator.name
Botania:infiniteFruit, item.infiniteFruit.name
Botania:kingKey, item.kingKey.name
Botania:flugelEye, item.flugelEye.name
Botania:thorRing, item.thorRing.name
Botania:odinRing, item.odinRing.name
Botania:lokiRing, item.lokiRing.name
Botania:aesirRing, item.aesirRing.name
Botania:dice, item.dice.name
Botania:keepIvy, item.keepIvy.name
Botania:blackHoleTalisman:0, Black Hole Talisman
Botania:recordGaia1, item.recordGaia1.name
Botania:recordGaia2, item.recordGaia2.name
Botania:temperanceStone:0, Stone of Temperance
Botania:incenseStick, item.incenseStick.name
Botania:terraAxe, item.terraAxe.name
Botania:waterBowl, item.waterBowl.name
Botania:obedienceStick, item.obedienceStick.name
Botania:cacophonium, item.cacophonium.name
Botania:slimeBottle:0, Slime in a Bottle
Botania:starSword, item.starSword.name
Botania:exchangeRod, item.exchangeRod.name
Botania:magnetRingGreater, item.magnetRingGreater.name
Botania:thunderSword, item.thunderSword.name
Botania:manaweaveHelm, item.manaweaveHelm.name
Botania:manaweaveLegs, item.manaweaveLegs.name
Botania:manaweaveChest, item.manaweaveChest.name
Botania:manaweaveBoots, item.manaweaveBoots.name
Botania:autocraftingHalo, item.autocraftingHalo.name
Botania:gaiaHead, item.gaiaHead.name
Botania:sextant, item.sextant.name
Botania:speedUpBelt, item.speedUpBelt.name
Botania:baubleBox, item.baubleBox.name
Avaritia:Resource:0, Diamond Lattice
Avaritia:Resource:1, Crystal Matrix Ingot
Avaritia:Resource:2, Pile of Neutrons
Avaritia:Resource:3, Neutronium Nugget
Avaritia:Resource:4, Neutronium Ingot
Avaritia:Resource:5, Infinity Catalyst
Avaritia:Resource:6, Infinity Ingot
Avaritia:Resource:7, Record Fragment
Avaritia:Singularity:0, Iron Singularity
Avaritia:Singularity:1, Golden Singularity
Avaritia:Singularity:2, Lapis Singularity
Avaritia:Singularity:3, Redstone Singularity
Avaritia:Singularity:4, Nether Quartz Singularity
Avaritia:Singularity:5, Copper Singularity
Avaritia:Singularity:6, Tin Singularity
Avaritia:Singularity:7, Leaden Singularity
Avaritia:Singularity:8, Silver Singularity
Avaritia:Singularity:9, Nickel Singularity
Avaritia:Infinity_Pickaxe, World Breaker
Avaritia:Infinity_Sword, Sword of the Cosmos
Avaritia:Skull_Sword, Skullfire Sword
Avaritia:Ultimate_Stew, Ultimate Stew
Avaritia:Cosmic_Meatballs, Cosmic Meatballs
Avaritia:Endest_Pearl, Endest Pearl
Avaritia:Infinity_Helm, Infinity Helmet
Avaritia:Infinity_Chest, Infinity Breastplate
Avaritia:Infinity_Pants, Infinity Pants
Avaritia:Infinity_Shoes, Infinity Boots
Avaritia:Matter_Cluster, Matter Cluster
Avaritia:Infinity_Bow, Longbow of the Heavens
Avaritia:Infinity_Shovel, Planet Eater
Avaritia:Infinity_Axe, Nature's Ruin
Railcraft:fluid.creosote.bucket, Creosote Bucket
Railcraft:fluid.creosote.bottle, Creosote Bottle
Railcraft:fluid.creosote.can, Creosote Can
Railcraft:fluid.creosote.cell, Creosote Cell
Railcraft:fluid.creosote.wax, Creosote Capsule
Railcraft:fluid.creosote.refactory, Creosote Capsule
Railcraft:fluid.steam.bottle, Steam Bottle
Railcraft:tool.crowbar, Crowbar
Railcraft:tool.crowbar.reinforced, Reinforced Crowbar
Railcraft:tool.magnifying.glass, Magnifying Glass
Railcraft:armor.goggles, Trackman's Goggles
Railcraft:part.circuit:0, Controller Circuit
Railcraft:part.circuit:1, Receiver Circuit
Railcraft:part.circuit:2, Signal Circuit
Railcraft:tool.steel.shears, Steel Shears
Railcraft:tool.steel.sword, Steel Sword
Railcraft:tool.steel.shovel, Steel Shovel
Railcraft:tool.steel.pickaxe, Steel Pickaxe
Railcraft:tool.steel.axe, Steel Axe
Railcraft:tool.steel.hoe, Steel Hoe
Railcraft:armor.steel.helmet, Steel Helmet
Railcraft:armor.steel.plate, Steel Chestplate
Railcraft:armor.steel.legs, Steel Leggings
Railcraft:armor.steel.boots, Steel Boots
Railcraft:armor.overalls, Engineer's Overalls
Railcraft:nugget:0, Iron Nugget
Railcraft:nugget:1, Steel Nugget
Railcraft:nugget:2, Copper Nugget
Railcraft:nugget:3, Tin Nugget
Railcraft:nugget:4, Lead Nugget
Railcraft:ingot:0, Steel Ingot
Railcraft:ingot:1, Copper Ingot
Railcraft:ingot:2, Tin Ingot
Railcraft:ingot:3, Lead Ingot
Railcraft:part.railbed:0, Wooden Railbed
Railcraft:part.railbed:1, Stone Railbed
Railcraft:part.tie:0, Wooden Tie
Railcraft:part.tie:1, Stone Tie
Railcraft:part.rebar, Rebar
Railcraft:part.rail:0, Standard Rail
Railcraft:part.rail:1, Advanced Rail
Railcraft:part.rail:2, Wooden Rail
Railcraft:part.rail:3, H.S. Rail
Railcraft:part.rail:4, Reinforced Rail
Railcraft:part.rail:5, Electric Rail
Railcraft:fuel.coke, Coal Coke
Railcraft:part.plate:0, Iron Plate
Railcraft:part.plate:1, Steel Plate
Railcraft:part.plate:2, Tin Plate
Railcraft:part.plate:3, Copper Plate
Railcraft:part.plate:4, item.railcraft.part.plate.lead.name
Railcraft:dust:0, Obsidian Dust
Railcraft:dust:1, Sulfur
Railcraft:dust:2, Saltpeter
Railcraft:dust:3, Charcoal Dust
Railcraft:part.gear:0, Gold-Plate Gear
Railcraft:part.gear:1, Iron Gear
Railcraft:part.gear:2, Steel Gear
Railcraft:part.gear:3, Tin Gear Bushing
Railcraft:cart.tnt.wood:0, Wooden TNT Cart
Railcraft:cart.work:0, Work Cart
Railcraft:tool.surveyor:0, Signal Block Surveyor
Railcraft:tool.signal.tuner:0, Signal Tuner
Railcraft:tool.signal.label, Signal Label
Railcraft:part.signal.lamp, Signal Lamp
Railcraft:part.bleached.clay, Bleached Clay
Railcraft:cart.bore:0, Tunnel Bore
Railcraft:borehead.diamond, Diamond Bore Head
Railcraft:borehead.steel, Steel Bore Head
Railcraft:borehead.iron, Iron Bore Head
Railcraft:cart.track.relayer:0, Track Relayer Cart
Railcraft:cart.undercutter:0, Undercutter Cart
Railcraft:cart.track.layer:0, Track Layer Cart
Railcraft:cart.track.remover:0, Track Remover Cart
Railcraft:cart.tank:0, Tank Cart
Railcraft:cart.cargo:0, Cargo Cart
Railcraft:upgrade.lapotron, item.railcraft.upgrade.lapotron.name
Railcraft:cart.energy.batbox:0, Batbox Cart
Railcraft:cart.energy.mfe:0, MFE Cart
Railcraft:cart.energy.cesu:0, CESU Cart
Railcraft:cart.anchor:0, Anchor Cart
Railcraft:cart.anchor.personal:0, Personal Anchor Cart
Railcraft:cart.anchor.admin:0, Admin Anchor Cart
Railcraft:cart.pumpkin:0, Pumpkin Cart
Railcraft:cart.gift:0, Gift Cart
Railcraft:tool.whistle.tuner, Whistle Tuner
Railcraft:routing.table, Routing Table
Railcraft:routing.ticket.gold, Golden Railway Ticket
Railcraft:routing.ticket, Railway Ticket
Railcraft:emblem, Emblem
Railcraft:firestone.raw, Raw Firestone
Railcraft:firestone.cut, Cut Firestone
Railcraft:firestone.refined, Refined Firestone
Railcraft:firestone.cracked, Cracked Firestone
Railcraft:tool.electric.meter, Electric Meter
Railcraft:part.turbine.rotor, Turbine Rotor
Railcraft:part.turbine.disk, Turbine Disk
Railcraft:part.turbine.blade, Turbine Blade
Railcraft:cart.redstone.flux:0, Redstone Flux Cart
ImmersiveEngineering:metal:0, Copper Ingot
ImmersiveEngineering:metal:1, Aluminium Ingot
ImmersiveEngineering:metal:2, Lead Ingot
ImmersiveEngineering:metal:3, Silver Ingot
ImmersiveEngineering:metal:4, Nickel Ingot
ImmersiveEngineering:metal:5, Constantan Ingot
ImmersiveEngineering:metal:6, Electrum Ingot
ImmersiveEngineering:metal:7, Steel Ingot
ImmersiveEngineering:metal:8, Iron Grit
ImmersiveEngineering:metal:9, Gold Grit
ImmersiveEngineering:metal:10, Copper Grit
ImmersiveEngineering:metal:11, Aluminium Grit
ImmersiveEngineering:metal:12, Lead Grit
ImmersiveEngineering:metal:13, Silver Grit
ImmersiveEngineering:metal:14, Nickel Grit
ImmersiveEngineering:metal:15, Constantan Grit
ImmersiveEngineering:metal:16, Electrum Grit
ImmersiveEngineering:metal:17, Coke Dust
ImmersiveEngineering:metal:18, Quartz Dust
ImmersiveEngineering:metal:19, HOP Graphite Dust
ImmersiveEngineering:metal:20, HOP Graphite Ingot
ImmersiveEngineering:metal:21, Iron Nugget
ImmersiveEngineering:metal:22, Copper Nugget
ImmersiveEngineering:metal:23, Aluminium Nugget
ImmersiveEngineering:metal:24, Lead Nugget
ImmersiveEngineering:metal:25, Silver Nugget
ImmersiveEngineering:metal:26, Nickel Nugget
ImmersiveEngineering:metal:27, Constantan Nugget
ImmersiveEngineering:metal:28, Electrum Nugget
ImmersiveEngineering:metal:29, Steel Nugget
ImmersiveEngineering:metal:30, Iron Plate
ImmersiveEngineering:metal:32, Aluminium Plate
ImmersiveEngineering:metal:33, Lead Plate
ImmersiveEngineering:metal:36, Constantan Plate
ImmersiveEngineering:metal:38, Steel Plate
ImmersiveEngineering:material:0, Treated Stick
ImmersiveEngineering:material:1, Waterwheel Segment
ImmersiveEngineering:material:2, Windmill Blade
ImmersiveEngineering:material:3, Industrial Hemp Fiber
ImmersiveEngineering:material:4, Tough Fabric
ImmersiveEngineering:material:5, Improved Windmill Blade
ImmersiveEngineering:material:6, Coal Coke
ImmersiveEngineering:material:7, Revolver Barrel
ImmersiveEngineering:material:8, Revolver Drum
ImmersiveEngineering:material:9, Wooden Grip
ImmersiveEngineering:material:10, Revolver Hammer
ImmersiveEngineering:material:11, Iron Mechanical Component
ImmersiveEngineering:material:12, Steel Mechanical Component
ImmersiveEngineering:material:13, Slag
ImmersiveEngineering:material:14, Iron Rod
ImmersiveEngineering:material:15, Steel Rod
ImmersiveEngineering:material:16, Aluminium Rod
ImmersiveEngineering:seed:0, Industrial Hemp Seeds
ImmersiveEngineering:coil:0, LV Wire Coil
ImmersiveEngineering:coil:1, MV Wire Coil
ImmersiveEngineering:coil:2, HV Wire Coil
ImmersiveEngineering:coil:3, Hemp Rope Coil
ImmersiveEngineering:coil:4, Steel Cable Coil
ImmersiveEngineering:tool:0, Engineer's Hammer
ImmersiveEngineering:tool:1, Engineer's Wire Cutters
ImmersiveEngineering:tool:2, Engineer's Voltmeter
ImmersiveEngineering:tool:3, Engineer's Manual
ImmersiveEngineering:toolbox, Engineer's Toolbox
ImmersiveEngineering:revolver:0, Revolver
ImmersiveEngineering:revolver:1, Revolver Speedloader
ImmersiveEngineering:bullet:0, Empty Casing
ImmersiveEngineering:bullet:1, Empty Shell
ImmersiveEngineering:bullet:2, Casull Cartridge
ImmersiveEngineering:bullet:3, Armor-Piercing Cartridge
ImmersiveEngineering:bullet:4, Buckshot Cartridge
ImmersiveEngineering:bullet:5, High-Explosive Cartridge
ImmersiveEngineering:bullet:6, Dragon's Breath Cartridge
ImmersiveEngineering:bullet:7, Homing Cartridge
ImmersiveEngineering:bullet:8, Wolfpack Cartridge
ImmersiveEngineering:bullet:9, Silver Cartridge
ImmersiveEngineering:bullet:10, Phial Cartridge
ImmersiveEngineering:fluidContainers:0, Bottle of Creosote Oil
ImmersiveEngineering:fluidContainers:1, Bucket of Creosote Oil
ImmersiveEngineering:fluidContainers:2, Bottle of Plant Oil
ImmersiveEngineering:fluidContainers:3, Bucket of Plant Oil
ImmersiveEngineering:fluidContainers:4, Bottle of Ethanol
ImmersiveEngineering:fluidContainers:5, Bucket of Ethanol
ImmersiveEngineering:fluidContainers:6, Bottle of Biodiesel
ImmersiveEngineering:fluidContainers:7, Bucket of Biodiesel
ImmersiveEngineering:drill:0, Mining Drill
ImmersiveEngineering:drillhead:0, Steel Drill Head
ImmersiveEngineering:drillhead:1, Iron Drill Head
ImmersiveEngineering:toolupgrade:0, Pressurized Air Tank
ImmersiveEngineering:toolupgrade:1, Advanced Lubrication System
ImmersiveEngineering:toolupgrade:2, Additional Augers
ImmersiveEngineering:toolupgrade:3, Large Tank
ImmersiveEngineering:toolupgrade:4, Bayonet
ImmersiveEngineering:toolupgrade:5, Extended Magazine
ImmersiveEngineering:toolupgrade:6, Amplifier Electron Tubes
ImmersiveEngineering:toolupgrade:7, Focused Nozzle
ImmersiveEngineering:toolupgrade:8, Precision Scope
ImmersiveEngineering:toolupgrade:9, Additional Capacitors
ImmersiveEngineering:skyhook, Engineer's Skyhook
ImmersiveEngineering:blueprint, Engineer's Blueprint
ImmersiveEngineering:graphiteElectrode, Graphite Electrode
ImmersiveEngineering:shader, Shader
ImmersiveEngineering:shaderBag, Shader Grabbag
ImmersiveEngineering:jerrycan, Jerrycan
ImmersiveEngineering:chemthrower, Chemical Thrower
ImmersiveEngineering:railgun, Railgun
ImmersiveEngineering:mold:0, Metal Press Mold: Plate
ImmersiveEngineering:mold:2, Metal Press Mold: Rod
Mantle:mantleBook:0, Mantle:item.mantle.manual.beginner.name
Mantle:mantleBook:1, Mantle:item.mantle.manual.toolstation.name
Mantle:mantleBook:2, Mantle:item.mantle.manual.smeltery.name
Mantle:mantleBook:3, Mantle:item.mantle.manual.diary.name
MineFactoryReloaded:hammer, Precision Sledgehammer
MineFactoryReloaded:plastic.boots, Plastic Boots
MineFactoryReloaded:rubber.raw, Raw Rubber
MineFactoryReloaded:rubber.bar, Rubber Bar
MineFactoryReloaded:plastic.raw, Raw Plastic
MineFactoryReloaded:plastic.sheet, Plastic Sheets
MineFactoryReloaded:plastic.helm, Plastic Helmet
MineFactoryReloaded:plastic.chest, Plastic Breastplate
MineFactoryReloaded:plastic.legs, Plastic Leggings
MineFactoryReloaded:glass.helm, Sunglasses
MineFactoryReloaded:upgrade.radius:0, Upgrade (Lapis)
MineFactoryReloaded:upgrade.radius:1, Upgrade (Tin)
MineFactoryReloaded:upgrade.radius:2, Upgrade (Iron)
MineFactoryReloaded:upgrade.radius:3, Upgrade (Copper)
MineFactoryReloaded:upgrade.radius:4, Upgrade (Bronze)
MineFactoryReloaded:upgrade.radius:5, Upgrade (Silver)
MineFactoryReloaded:upgrade.radius:6, Upgrade (Gold)
MineFactoryReloaded:upgrade.radius:7, Upgrade (Quartz)
MineFactoryReloaded:upgrade.radius:8, Upgrade (Diamond)
MineFactoryReloaded:upgrade.radius:9, Upgrade (Platinum)
MineFactoryReloaded:upgrade.radius:10, Upgrade (Emerald)
MineFactoryReloaded:upgrade.radius:11, Upgrade (Cobble)
MineFactoryReloaded:rednet.meter:0, RedNet Meter
MineFactoryReloaded:rednet.meter:1, RedNet Multimeter
MineFactoryReloaded:rednet.meter:2, Debugger
MineFactoryReloaded:rednet.memorycard, PRC Memory Card
MineFactoryReloaded:upgrade.logic:0, PRC LX-100 Logic Expansion Card
MineFactoryReloaded:upgrade.logic:1, PRC LX-300 Logic Expansion Card
MineFactoryReloaded:upgrade.logic:2, PRC LX-500 Logic Expansion Card
MineFactoryReloaded:meat.ingot.raw, Raw Meat Ingot
MineFactoryReloaded:meat.ingot.cooked, Cooked Meat Ingot
MineFactoryReloaded:meat.nugget.raw, Raw "Meat" Nugget
MineFactoryReloaded:meat.nugget.cooked, Cooked "Meat" Nugget
MineFactoryReloaded:pinkslime:0, Pink Slimeball
MineFactoryReloaded:pinkslime:1, Pink Slime Crystal
MineFactoryReloaded:syringe.empty, Empty Syringe
MineFactoryReloaded:syringe.health, Health Syringe
MineFactoryReloaded:syringe.growth, Growth Syringe
MineFactoryReloaded:syringe.zombie, Zombie Syringe
MineFactoryReloaded:syringe.slime, Slime Embiggening Syringe
MineFactoryReloaded:syringe.cure, De-Zombification Syringe
MineFactoryReloaded:safarinet.launcher, Safari Net Launcher
MineFactoryReloaded:safarinet.reusable, Safari Net (Reusable)
MineFactoryReloaded:safarinet.singleuse, Safari Net (Single-Use)
MineFactoryReloaded:safarinet.jailer, Jailer's Safari Net
MineFactoryReloaded:safarinet.jailer.fancy, Golden Jailer's Safari Net
MineFactoryReloaded:portaspawner, PortaSpawner
MineFactoryReloaded:xpextractor, XP Extractor
MineFactoryReloaded:straw, Straw
MineFactoryReloaded:milkbottle, Milk Bottle
MineFactoryReloaded:plastic.cup:0, Plastic Cup
MineFactoryReloaded:plastic.bag, Plastic Bag
MineFactoryReloaded:sugarcharcoal, Sugar Charcoal
MineFactoryReloaded:fertilizer, Industrial Fertilizer
MineFactoryReloaded:ceramicdye:0, Ceramic Dye (White)
MineFactoryReloaded:ceramicdye:1, Ceramic Dye (Orange)
MineFactoryReloaded:ceramicdye:2, Ceramic Dye (Magenta)
MineFactoryReloaded:ceramicdye:3, Ceramic Dye (Light Blue)
MineFactoryReloaded:ceramicdye:4, Ceramic Dye (Yellow)
MineFactoryReloaded:ceramicdye:5, Ceramic Dye (Lime)
MineFactoryReloaded:ceramicdye:6, Ceramic Dye (Pink)
MineFactoryReloaded:ceramicdye:7, Ceramic Dye (Gray)
MineFactoryReloaded:ceramicdye:8, Ceramic Dye (Light Gray)
MineFactoryReloaded:ceramicdye:9, Ceramic Dye (Cyan)
MineFactoryReloaded:ceramicdye:10, Ceramic Dye (Purple)
MineFactoryReloaded:ceramicdye:11, Ceramic Dye (Blue)
MineFactoryReloaded:ceramicdye:12, Ceramic Dye (Brown)
MineFactoryReloaded:ceramicdye:13, Ceramic Dye (Green)
MineFactoryReloaded:ceramicdye:14, Ceramic Dye (Red)
MineFactoryReloaded:ceramicdye:15, Ceramic Dye (Black)
MineFactoryReloaded:laserfocus:0, Laser Focus (White)
MineFactoryReloaded:laserfocus:1, Laser Focus (Orange)
MineFactoryReloaded:laserfocus:2, Laser Focus (Magenta)
MineFactoryReloaded:laserfocus:3, Laser Focus (Light Blue)
MineFactoryReloaded:laserfocus:4, Laser Focus (Yellow)
MineFactoryReloaded:laserfocus:5, Laser Focus (Lime)
MineFactoryReloaded:laserfocus:6, Laser Focus (Pink)
MineFactoryReloaded:laserfocus:7, Laser Focus (Gray)
MineFactoryReloaded:laserfocus:8, Laser Focus (Light Gray)
MineFactoryReloaded:laserfocus:9, Laser Focus (Cyan)
MineFactoryReloaded:laserfocus:10, Laser Focus (Purple)
MineFactoryReloaded:laserfocus:11, Laser Focus (Blue)
MineFactoryReloaded:laserfocus:12, Laser Focus (Brown)
MineFactoryReloaded:laserfocus:13, Laser Focus (Green)
MineFactoryReloaded:laserfocus:14, Laser Focus (Red)
MineFactoryReloaded:laserfocus:15, Laser Focus (Black)
MineFactoryReloaded:record.blank, Blank Record
MineFactoryReloaded:spyglass, Spyglass
MineFactoryReloaded:ruler, Ruler
MineFactoryReloaded:fishingrod, Fishing Rod
MineFactoryReloaded:potatolauncher, Potato Cannon
MineFactoryReloaded:needlegun, Needlegun
MineFactoryReloaded:needlegun.ammo.empty, Needlegun Magazine
MineFactoryReloaded:needlegun.ammo.standard, Needlegun Ammo (Needles)
MineFactoryReloaded:needlegun.ammo.pierce, Needlegun Ammo (Shrapnel)
MineFactoryReloaded:needlegun.ammo.lava, Needlegun Ammo (Lava)
MineFactoryReloaded:needlegun.ammo.sludge, Needlegun Ammo (Sludge)
MineFactoryReloaded:needlegun.ammo.sewage, Needlegun Ammo (Sewage)
MineFactoryReloaded:needlegun.ammo.fire, Needlegun Ammo (Fire)
MineFactoryReloaded:needlegun.ammo.anvil, Needlegun Ammo (Anvil)
MineFactoryReloaded:rocketlauncher, SPAMR Launcher
MineFactoryReloaded:rocket:0, Tracking Self-Propelled Anti Material Rocket
MineFactoryReloaded:rocket:1, Self-Propelled Anti Material Rocket
MineFactoryReloaded:bucket.sewage, Sewage Bucket
MineFactoryReloaded:bucket.sludge, Sludge Bucket
MineFactoryReloaded:bucket.essence, Essence Bucket
MineFactoryReloaded:bucket.biofuel, BioFuel Bucket
MineFactoryReloaded:bucket.meat, Meat Bucket
MineFactoryReloaded:bucket.pinkslime, Pink Slime Bucket
MineFactoryReloaded:bucket.chocolatemilk, Chocolate Milk Bucket
MineFactoryReloaded:bucket.mushroomsoup, Mushroom Soup Bucket
ThermalExpansion:wrench:0, Crescent Hammer
ThermalExpansion:tool.battleWrenchInvar, BattleWrench
ThermalExpansion:igniter, item.thermalexpansion.tool.name
ThermalExpansion:chiller, item.thermalexpansion.tool.name
ThermalExpansion:pump, item.thermalexpansion.tool.name
ThermalExpansion:transfuser, item.thermalexpansion.tool.name
ThermalExpansion:capacitor:0, Creative Flux Capacitor
ThermalExpansion:capacitor:1, Tuberous Flux Capacitor
ThermalExpansion:capacitor:2, Leadstone Flux Capacitor
ThermalExpansion:capacitor:2, Leadstone Flux Capacitor
ThermalExpansion:capacitor:3, Hardened Flux Capacitor
ThermalExpansion:capacitor:3, Hardened Flux Capacitor
ThermalExpansion:capacitor:4, Redstone Flux Capacitor
ThermalExpansion:capacitor:4, Redstone Flux Capacitor
ThermalExpansion:capacitor:5, Resonant Flux Capacitor
ThermalExpansion:capacitor:5, Resonant Flux Capacitor
ThermalExpansion:satchel:0, Creative Satchel
ThermalExpansion:satchel:1, Satchel
ThermalExpansion:satchel:2, Hardened Satchel
ThermalExpansion:satchel:3, Reinforced Satchel
ThermalExpansion:satchel:4, Resonant Satchel
ThermalExpansion:florb:0, Invalid Item (Destroy) (Empty§r)
ThermalExpansion:florb:1, Invalid Item (Destroy) (Empty§r)
tc:diesel, Diesel Canister
tc:stake, Stake
tc:steeldust, Steel Dust
tc:coaldust, Coal Dust
tc:graphite, Graphite
tc:boiler, Boiler
tc:firebox, Firebox
tc:bogie, Steel Wheels
tc:steelframe, Steel Frame
tc:steelcab, Steel Cab
tc:steelchimney, Steel Chimney
tc:airship, Airship
tc:balloon, Balloon
tc:propeller, Propeller
tc:steamengine, Steam Engine
tc:dieselengine, Diesel Engine
tc:piston, Piston
tc:camshaft, Camshaft
tc:cylinder, Cylinder
tc:electmotor, Electric Motor
tc:woodenFrame, Wooden Frame
tc:woodenBogie, Wooden Wheels
tc:woodenCab, Wooden Cab
tc:ironChimney, Iron Chimney
tc:ironFirebox, Iron Firebox
tc:ironBoiler, Iron Boiler
tc:ironFrame, Iron Frame
tc:ironBogie, Iron Wheels
tc:ironCab, Iron Cab
tc:steel, Steel Ingot
tc:refinedFuel, Refined Fuel Canister
tc:seats, Seats
tc:transformer, Transformer
tc:controls, Train Controls
tc:transmition, Hydraulic Transmition
tc:generator, Generator
tc:overalls, Engineer's Overalls
tc:jacket, Reflective Jacket
tc:hat, Engineer's Hat
tc:rawPlastic, Plastic
tc:ingotCopper, Copper Ingot
tc:copperWireFine, Fine Copper Wire
tc:electronicCircuit, Electronic Circuit
tc:chunkLoaderActivator, Chunk Loader Activator
tc:emptyCanister, Empty Canister
tc:copperRail, Copper Rail
tc:steelRail, Steel Rail
tc:recipeBook, Traincraft guide
tc:minecartWork, Work Train
tc:minecartTender, Small Tender
tc:minecartChest, Freight Car
tc:minecartPower, 4-4-0 (US)
tc:minecartLoco3, Small Steam Locomotive
tc:minecartBuilder, Tracks Builder
tc:minecartCaboose, Caboose
tc:minecartGrain, Grain Hopper
tc:minecartWatertransp, Lava Tank Car
tc:minecartWood, Log Transport
tc:minecartPassenger2, Passenger Car
tc:minecartBR_E69, BR E69
tc:minecartShunter, Shunter (UK)
tc:minecartVL10, VL10 (SU)
tc:minecartTramWood, Wooden Tram
tc:minecartChmE3, ChME3 (SU)
tc:minecartFlatCart, Flat Car
tc:minecartFreightCart2, Freight Wagon
tc:minecartOpenWagon, Open Wagon
tc:minecartTankWagon, Tank Wagon (SU)
tc:minecartJukeBoxCart, Jukebox
tc:minecartStockCar, Stock Car
tc:minecartCabooseWork, Work Caboose
tc:minecartPassenger5, Passenger Car
tc:minecartTankWagon2, Tank Wagon
tc:minecartPassengerBlue, Passenger Car
tc:minecartGP7Red, GP-7 (US)
tc:minecartCD742, CD 742
tc:minecartFlatCartSU, Flat car (SU)
tc:minecartFlatCartUS, Flat car (US)
tc:minecartBoxCartUS, Box Car (US)
tc:minecartFreightHopperUS, Hopper Wagon (US)
tc:minecartTankWagonUS, Tank Wagon (US)
tc:minecartFlatCartWoodUS, Platform Car Wood (US)
tc:minecartFreightCartUS, Freight Car (US)
tc:minecartFreightCartSmall, Small Freight Car
tc:minecartLocoCherepanov, Cherepanov (SU)
tc:minecartMineTrain, Minecart
tc:minecartLocoMineTrain, Cart Hauler
tc:minecartSteamRedTender, 4-4-0 Tender (US)
tc:minecartFreightWood2, Wood Transport
tc:minecartCaboose3, Caboose
tc:minecartPassenger7, Passenger Car
tc:minecartFreightClosed, Freight Car Closed
tc:minecartFreightOpen2, Freight Car
tc:minecartLocomogulBlue, Mogul (US)
tc:minecartLocoForneyRed, Forney (US)
tc:minecartLocoBR01_DB, BR01 (DB)
tc:minecartMailWagon_DB, Mail Wagon (DB)
tc:minecartFreightWagon_DB, Freight Wagon
tc:minecartPassenger8_1class_DB, Pass. Car - I Class (DB)
tc:minecartPassenger9_2class_DB, Pass. Car - II Class (DB)
tc:minecartLocoBR80_DB, BR80 (DB)
tc:minecartTenderBR01_DB, BR01 Tender (DB)
tc:minecartFlatCartRail_DB, Rail transport (DB)
tc:minecartFlatCart_DB, Flat Car (DB)
tc:minecartFlatCartLogs_DB, Log Transport (DB)
tc:minecartFreightGondola_DB, Freight Gondola (DB)
tc:minecartTankWagon_DB, Tank Wagon (DB)
tc:minecartLocoSD70, SD70 Union Pacific (US)
tc:minecartLocoEr, USSR 0-5-0
tc:minecartTenderEr, USSR 0-5-0 Tender
tc:minecartFreightCenterBeam_Empty, Freight Car
tc:minecartFreightCenterBeam_Wood_1, Wood Transport
tc:minecartFreightCenterBeam_Wood_2, Wood Transport
tc:minecartFreightTrailer, Freight Trailer
tc:minecartFreightWellcar, Freight Wellcar
tc:minecartKof_DB, Kof (DB)
tc:minecartV60_DB, V60 (DB)
tc:minecartIC4_DSB_FG, IC4 DSB FG
